12.93519210,77.62448680
12.93528000,77.62442000
12.93569000,77.62492000
12.93611000,77.62542000
12.93611000,77.62542000
12.93611000,77.62542000
12.93611000,77.62542000
12.93731000,77.62693000
12.93752000,77.62719000
12.93796000,77.62787000
12.93809000,77.62812000
12.93830000,77.62853000
12.93852000,77.62923000
12.93857000,77.62952000
12.93859000,77.62988000
12.93858000,77.63058000
12.93857000,77.63086000
12.93858000,77.63134000
12.93858000,77.63213000
12.93858000,77.63225000
12.93857000,77.63271000
12.93856000,77.63337000
12.93858000,77.63387000
12.93863000,77.63422000
12.93881000,77.63476000
12.93893000,77.63504000
12.93911000,77.63532000
12.93972000,77.63605000
12.93992000,77.63620000
12.94019000,77.63640000
12.94039000,77.63653000
12.94090000,77.63684000
12.94140000,77.63716000
12.94192000,77.63748000
12.94192000,77.63748000
12.94233000,77.63775000
12.94292000,77.63810000
12.94346000,77.63843000
12.94346000,77.63843000
12.94346000,77.63843000
12.94465000,77.63916000
12.94496000,77.63935000
12.94546000,77.63965000
12.94573000,77.63982000
12.94606000,77.64001000
12.94671000,77.64042000
12.94697000,77.64056000
12.94735000,77.64075000
12.94799000,77.64072000
12.94830000,77.64056000
12.94860000,77.64026000
12.94887000,77.63996000
12.94927000,77.63951000
12.94955000,77.63927000
12.95022000,77.63909000
12.95043000,77.63913000
12.95065000,77.63922000
12.95142000,77.63960000
12.95171000,77.63977000
12.95171000,77.63977000
12.95266000,77.64037000
12.95266000,77.64037000
12.95297000,77.64054000
12.95297000,77.64054000
12.95415000,77.64119000
12.95434000,77.64125000
12.95470000,77.64129000
12.95541000,77.64131000
12.95581000,77.64134000
12.95639000,77.64138000
12.95682000,77.64139000
12.95724000,77.64138000
12.95794000,77.64133000
12.95823000,77.64133000
12.95823000,77.64133000
12.95823270,77.64132580
12.95846000,77.64136000
12.95921000,77.64139000
12.95971000,77.64144000
12.96024000,77.64154000
12.96052000,77.64160000
12.96101000,77.64166000
12.96152000,77.64167000
12.96207000,77.64163000
12.96207000,77.64163000
12.96261000,77.64156000
12.96347000,77.64157000
12.96362000,77.64157000
12.96416000,77.64154000
12.96416000,77.64154000
12.96416000,77.64154000
12.96582000,77.64146000
12.96582000,77.64146000
12.96644000,77.64143000
12.96710000,77.64140000
12.96710000,77.64140000
12.96710000,77.64140000
12.96710000,77.64140000
12.96858000,77.64128000
12.96943000,77.64126000
12.96943000,77.64126000
12.97018000,77.64124000
12.97027000,77.64123000
12.97117000,77.64118000
12.97117000,77.64118000
12.97117000,77.64118000
12.97117000,77.64118000
12.97264000,77.64111000
12.97264000,77.64111000
12.97384000,77.64105000
12.97384000,77.64105000
12.97384000,77.64105000
12.97384000,77.64105000
12.97384000,77.64105000
12.97610000,77.64094000
12.97610000,77.64094000
12.97610000,77.64094000
12.97731000,77.64086000
12.97800000,77.64081000
12.97842000,77.64078000
12.97842000,77.64078000
12.97917000,77.64075000
12.97955000,77.64073000
12.97996000,77.64073000
12.98064000,77.64069000
12.98064000,77.64069000
12.98118000,77.64066000
12.98172000,77.64063000
12.98244000,77.64058000
12.98289000,77.64056000
12.98350000,77.64054000
12.98405000,77.64053000
12.98404610,77.64052540
12.98417000,77.64063000
12.98440000,77.64138000
12.98462000,77.64188000
12.98462000,77.64188000
12.98484000,77.64241000
12.98512000,77.64317000
12.98525000,77.64347000
